bucket	status	name	dispatch	target	file	line	note
other	runtime-missing	clear-abbrev-table	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	627	silent primitive alias
other	runtime-missing	clear-composition-cache	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	872	silent primitive alias
other	runtime-missing	clear-string	core-alias	ignore	crates/elisp/src/primitives/core.rs	308	registered as primitive("ignore")
other	runtime-missing	coding-system-type	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	490	silent primitive alias
other	runtime-missing	commandp	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1396	silent primitive alias
other	runtime-missing	completing-read	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	694	silent primitive alias
other	runtime-missing	compose-region-internal	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	869	silent primitive alias
other	runtime-missing	compose-string-internal	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	870	silent primitive alias
other	runtime-missing	current-message	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	954	silent primitive alias
other	runtime-missing	current-time-string	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	308	silent primitive alias
other	runtime-missing	daemonp	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1084	silent primitive alias
other	runtime-missing	dbus-ping	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1078	silent primitive alias
other	runtime-missing	declare-function	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	889	silent primitive alias
other	runtime-missing	default-boundp	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	239	silent primitive alias
other	runtime-missing	define-abbrev-table	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	626	silent primitive alias
other	runtime-missing	define-ccl-program	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	858	silent primitive alias
other	runtime-missing	define-hash-table-test	core-alias	ignore	crates/elisp/src/primitives/core.rs	309	registered as primitive("ignore")
other	runtime-missing	defvar-local	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	890	silent primitive alias
other	runtime-missing	ding	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	699	silent primitive alias
other	runtime-missing	emacs-pid	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	303	silent primitive alias
other	runtime-missing	event-basic-type	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	115	silent primitive alias
other	runtime-missing	event-convert-list	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	358	silent primitive alias
other	runtime-missing	event-modifiers	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	114	silent primitive alias
other	runtime-missing	file-locked-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	684	silent primitive alias
other	runtime-missing	file-name-case-insensitive-p	core-alias	ignore	crates/elisp/src/primitives/core.rs	298	registered as primitive("ignore")
other	runtime-missing	find-buffer-visiting	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	679	silent primitive alias
other	runtime-missing	find-composition-internal	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	871	silent primitive alias
other	runtime-missing	fontp	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	876	silent primitive alias
other	runtime-missing	format-message	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	731	silent primitive alias
other	runtime-missing	get-char-code-property	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	881	silent primitive alias
other	runtime-missing	gui-get-selection	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1048	silent primitive alias
other	runtime-missing	gui-selection-exists-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1050	silent primitive alias
other	runtime-missing	gui-selection-owner-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1049	silent primitive alias
other	runtime-missing	gui-set-selection	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1047	silent primitive alias
other	runtime-missing	hash-table-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	252	silent primitive alias
other	runtime-missing	indent-line-to	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	966	silent primitive alias
other	runtime-missing	interactive-form	core-alias	ignore	crates/elisp/src/primitives/core.rs	300	registered as primitive("ignore")
other	runtime-missing	internal--hash-table-buckets	core-alias	ignore	crates/elisp/src/primitives/core.rs	311	registered as primitive("ignore")
other	runtime-missing	internal--hash-table-histogram	core-alias	ignore	crates/elisp/src/primitives/core.rs	312	registered as primitive("ignore")
other	runtime-missing	internal--hash-table-index-size	core-alias	ignore	crates/elisp/src/primitives/core.rs	313	registered as primitive("ignore")
other	runtime-missing	internal-complete-buffer	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	913	silent primitive alias
other	runtime-missing	line-number-at-pos	core-alias	ignore	crates/elisp/src/primitives/core.rs	314	registered as primitive("ignore")
other	runtime-missing	load-average	core-alias	ignore	crates/elisp/src/primitives/core.rs	307	registered as primitive("ignore")
other	runtime-missing	locale-info	core-alias	ignore	crates/elisp/src/primitives/core.rs	306	registered as primitive("ignore")
other	runtime-missing	locate-file-internal	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	765	silent primitive alias
other	runtime-missing	lock-buffer	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	682	silent primitive alias
other	runtime-missing	lookup-nested-alist	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	860	silent primitive alias
other	runtime-missing	lwarn	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	702	silent primitive alias
other	runtime-missing	make-byte-code	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	95	silent primitive alias
other	runtime-missing	make-obsolete	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	886	silent primitive alias
other	runtime-missing	make-obsolete-variable	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	887	silent primitive alias
other	runtime-missing	mapconcat	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	111	silent primitive alias
other	runtime-missing	match-data--translate	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	885	silent primitive alias
other	runtime-missing	minibuffer-depth	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	904	silent primitive alias
other	runtime-missing	minibufferp	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	895	silent primitive alias
other	runtime-missing	module-load	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1077	silent primitive alias
other	runtime-missing	mouse-position	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1031	silent primitive alias
other	runtime-missing	native-comp-available-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1074	silent primitive alias
other	runtime-missing	native-comp-unit-file	core-alias	ignore	crates/elisp/src/primitives/core.rs	301	registered as primitive("ignore")
other	runtime-missing	native-comp-unit-set-file	core-alias	ignore	crates/elisp/src/primitives/core.rs	302	registered as primitive("ignore")
other	runtime-missing	native-compile	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1076	silent primitive alias
other	runtime-missing	object-intervals	core-alias	ignore	crates/elisp/src/primitives/core.rs	310	registered as primitive("ignore")
other	runtime-missing	oclosure-define	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	888	silent primitive alias
other	runtime-missing	pdumper-stats	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1073	silent primitive alias
other	runtime-missing	posn-at-x-y	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1040	silent primitive alias
other	runtime-missing	process-attributes	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	112	silent primitive alias
other	runtime-missing	process-attributes	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	304	silent primitive alias
other	runtime-missing	process-list	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1059	silent primitive alias
other	runtime-missing	read-directory-name	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	688	silent primitive alias
other	runtime-missing	read-file-name	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	687	silent primitive alias
other	runtime-missing	recursive-edit	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	697	silent primitive alias
other	runtime-missing	regexp-opt	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	868	silent primitive alias
other	runtime-missing	register-input-method	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	658	silent primitive alias
other	runtime-missing	register-input-method	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	849	silent primitive alias
other	runtime-missing	rx-define	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1494	silent primitive alias
other	runtime-missing	save-buffer	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	884	silent primitive alias
other	runtime-missing	set-buffer-major-mode	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	768	silent primitive alias
other	runtime-missing	set-file-modes	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	677	silent primitive alias
other	runtime-missing	set-file-times	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	678	silent primitive alias
other	runtime-missing	set-language-environment	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	411	silent primitive alias
other	runtime-missing	set-language-info	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	848	silent primitive alias
other	runtime-missing	set-language-info-alist	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	657	silent primitive alias
other	runtime-missing	set-mouse-position	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1032	silent primitive alias
other	runtime-missing	set-nested-alist	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	859	silent primitive alias
other	runtime-missing	set-process-sentinel	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	113	silent primitive alias
other	runtime-missing	set-visited-file-modtime	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	676	silent primitive alias
other	runtime-missing	setenv-internal	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	767	silent primitive alias
other	runtime-missing	sit-for	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	695	silent primitive alias
other	runtime-missing	sleep-for	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	696	silent primitive alias
other	runtime-missing	string-collate-lessp	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	110	silent primitive alias
other	runtime-missing	string-distance	core-alias	ignore	crates/elisp/src/primitives/core.rs	315	registered as primitive("ignore")
other	runtime-missing	subr-native-comp-unit	core-alias	ignore	crates/elisp/src/primitives/core.rs	303	registered as primitive("ignore")
other	runtime-missing	subr-native-elisp-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1075	silent primitive alias
other	runtime-missing	subr-native-lambda-list	core-alias	ignore	crates/elisp/src/primitives/core.rs	304	registered as primitive("ignore")
other	runtime-missing	subr-type	core-alias	ignore	crates/elisp/src/primitives/core.rs	305	registered as primitive("ignore")
other	runtime-missing	subword-mode	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1085	silent primitive alias
other	runtime-missing	symbol-with-pos-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	85	silent primitive alias
other	runtime-missing	syntax-ppss-flush-cache	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	982	silent primitive alias
other	runtime-missing	syntax-propertize	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	983	silent primitive alias
other	runtime-missing	system-name	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	732	silent primitive alias
other	runtime-missing	system-name	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	766	silent primitive alias
other	runtime-missing	test-completion	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	912	silent primitive alias
other	runtime-missing	top-level	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	698	silent primitive alias
other	runtime-missing	track-mouse	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1033	silent primitive alias
other	runtime-missing	treesit-available-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1083	silent primitive alias
other	runtime-missing	treesit-parser-create	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	965	silent primitive alias
other	runtime-missing	treesit-ready-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	964	silent primitive alias
other	runtime-missing	try-completion	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	910	silent primitive alias
other	runtime-missing	unlock-buffer	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	683	silent primitive alias
other	runtime-missing	upper-bound	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	764	silent primitive alias
other	runtime-missing	use-cjk-char-width-table	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	861	silent primitive alias
other	runtime-missing	variable-binding-locus	core-alias	ignore	crates/elisp/src/primitives/core.rs	299	registered as primitive("ignore")
other	runtime-missing	view-lossage	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	730	silent primitive alias
other	runtime-missing	with-temp-buffer	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	716	silent primitive alias
other	runtime-missing	x-get-resource	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	618	silent primitive alias
other	runtime-missing	x-list-fonts	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	619	silent primitive alias
other	runtime-missing	x-parse-geometry	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1017	silent primitive alias
other	runtime-missing	x-popup-dialog	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1042	silent primitive alias
other	runtime-missing	x-popup-menu	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1041	silent primitive alias
other	runtime-missing	x-selection-exists-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1058	silent primitive alias
other	runtime-missing	x-selection-owner-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1057	silent primitive alias
window/display	needs-classification	backtrace-frame--internal	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	29	matched in stubs::call
window/display	needs-classification	backtrace-frames	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	221	matched in stubs::call
window/display	needs-classification	bidi-resolved-levels	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	46	matched in stubs::call
window/display	needs-classification	buffer-text-pixel-size	stub-module	helper-or-compound	crates/elisp/src/primitives/core/stubs.rs	23	matched in stubs::call
window/display	needs-classification	create-image	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	93	matched in stubs::call
window/display	needs-classification	define-fringe-bitmap	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	194	matched in stubs::call
window/display	needs-classification	format-mode-line	phase1-registration	stubs::call	crates/elisp/src/primitives/core.rs	739	registered through Phase-1 stub list
window/display	needs-classification	format-mode-line	stub-module	constant-string	crates/elisp/src/primitives/core/stubs.rs	374	matched in stubs::call
window/display	needs-classification	fringe-bitmap-p	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	194	matched in stubs::call
window/display	needs-classification	fringe-bitmaps-at-pos	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	194	matched in stubs::call
window/display	needs-classification	image-flush	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	93	matched in stubs::call
window/display	needs-classification	image-frame-cache-size	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	93	matched in stubs::call
window/display	needs-classification	image-mask-p	stub-module	signals	crates/elisp/src/primitives/core/stubs.rs	87	matched in stubs::call
window/display	needs-classification	image-mask-p: not a graphic display	stub-module	signals	crates/elisp/src/primitives/core/stubs.rs	90	matched in stubs::call
window/display	needs-classification	image-metadata	stub-module	signals	crates/elisp/src/primitives/core/stubs.rs	90	matched in stubs::call
window/display	needs-classification	image-metadata: not a graphic display	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	93	matched in stubs::call
window/display	needs-classification	image-size	stub-module	signals	crates/elisp/src/primitives/core/stubs.rs	86	matched in stubs::call
window/display	needs-classification	image-size: not a graphic display	stub-module	signals	crates/elisp/src/primitives/core/stubs.rs	87	matched in stubs::call
window/display	needs-classification	image-type-available-p	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	14	matched in stubs::call
window/display	needs-classification	network-interface-list	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	370	matched in stubs::call
window/display	needs-classification	posn-image	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	131	matched in stubs::call
window/display	needs-classification	posn-window	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	131	matched in stubs::call
window/display	needs-classification	set-face-strike-through	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	109	matched in stubs::call
window/display	needs-classification	set-face-underline	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	109	matched in stubs::call
window/display	needs-classification	set-fringe-bitmap-face	stub-module	nil	crates/elisp/src/primitives/core/stubs.rs	194	matched in stubs::call
window/display	needs-classification	string-pixel-width	stub-module	constant-integer	crates/elisp/src/primitives/core/stubs.rs	122	matched in stubs::call
window/display	needs-classification	truncate-string-pixelwise	stub-module	helper-or-compound	crates/elisp/src/primitives/core/stubs.rs	119	matched in stubs::call
window/display	runtime-missing	define-fringe-bitmap	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	985	silent primitive alias
window/display	runtime-missing	display-multi-font-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	862	silent primitive alias
window/display	runtime-missing	display-warning	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	701	silent primitive alias
window/display	runtime-missing	face-attribute	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	597	silent primitive alias
window/display	runtime-missing	face-list	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	596	silent primitive alias
window/display	runtime-missing	face-spec-recalc	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	605	silent primitive alias
window/display	runtime-missing	font-at	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	875	silent primitive alias
window/display	runtime-missing	font-get-glyphs	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	877	silent primitive alias
window/display	runtime-missing	font-object-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	880	silent primitive alias
window/display	runtime-missing	font-put	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	879	silent primitive alias
window/display	runtime-missing	font-shape-gstring	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	873	silent primitive alias
window/display	runtime-missing	font-variation-glyphs	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	878	silent primitive alias
window/display	runtime-missing	handle-switch-frame	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1029	silent primitive alias
window/display	runtime-missing	internal-lisp-face-p	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	599	silent primitive alias
window/display	runtime-missing	internal-make-lisp-face	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	600	silent primitive alias
window/display	runtime-missing	mouse-pixel-position	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	1034	silent primitive alias
window/display	runtime-missing	set-face-attribute	bootstrap-alias	ignore	crates/elisp/src/eval/bootstrap/functions_2.rs	598	silent primitive alias
